contig09789,73
contig09788,60
contig09783,71
contig09782,60
contig09781,42
contig09780,25
contig09787,4
contig09786,0
contig09785,78
contig09784,34
contig13935,11
contig17768,93
contig17769,6
contig17762,34
contig17763,93
contig17760,73
contig17761,34
contig17766,4
contig17767,60
contig17764,60
contig17765,34
contig00771,31
contig00770,21
contig00773,92
contig00772,71
contig00775,39
contig00774,25
contig00777,71
contig00776,16
contig00779,42
contig00778,65
contig07200,11
contig07201,35
contig07202,60
contig07203,39
contig07204,49
contig07205,31
contig07206,12
contig07207,71
contig07208,42
contig07209,42
contig03451,52
contig03450,31
contig03453,12
contig03452,39
contig03455,31
contig03454,42
contig03457,34
contig03456,56
contig03459,11
contig03458,39
contig02320,16
contig02321,65
contig02322,24
contig02323,16
contig02324,60
contig02325,26
contig02326,26
contig02327,26
contig02328,8
contig02329,21
contig17131,42
contig17130,2
contig04939,12
contig04938,60
contig04933,34
contig04932,92
contig04931,60
contig04930,60
contig04937,25
contig04936,60
contig04935,56
contig04934,42
contig17138,60
contig13285,42
contig13284,83
contig13287,4
contig13286,26
contig13281,42
contig13280,60
contig13283,71
contig13282,56
contig13289,16
contig13288,78
contig05746,60
contig00092.0,82
contig00092.1,82
contig14774,42
contig14775,11
contig14776,11
contig14777,1
contig14770,42
contig14771,25
contig14772,92
contig14773,92
contig14778,11
contig14779,16
contig00035.2,39
contig00035.1,39
contig00035.0,39
contig01309,52
contig01308,8
contig01307,16
contig01306,52
contig01305,16
contig01304,16
contig01303,93
contig01302,52
contig01301,39
contig01300,11
contig11790,42
contig03798,21
contig03799,16
contig03796,56
contig03797,52
contig03794,31
contig03795,78
contig03792,56
contig03793,26
contig03790,5
contig03791,0
contig11796,2
contig12808,71
contig12804,31
contig12805,44
contig12800,25
contig12801,25
contig12802,0
contig12803,2
contig13362,78
contig13363,4
contig13360,83
contig13361,93
contig13366,93
contig13367,52
contig13364,42
contig13365,4
contig13368,42
contig13369,92
contig03806,11
contig03807,0
contig03804,60
contig03805,52
contig03802,16
contig03803,60
contig03800,4
contig03801,93
contig03808,93
contig03809,81
contig00045.2,39
contig00045.0,39
contig00045.1,39
contig02967,71
contig02628,21
contig02963,60
contig02960,16
contig02961,34
contig00065.1,39
contig05426,21
contig05423,39
contig05428,93
contig05429,16
contig04775,0
contig04774,34
contig04777,93
contig04776,65
contig04771,60
contig04770,60
contig04773,11
contig04772,11
contig04779,0
contig04778,56
contig14309,42
contig14308,93
contig14301,24
contig14300,61
contig14303,42
contig14302,11
contig14305,42
contig14304,71
contig14307,24
contig14306,56
contig10538,2
contig10539,42
contig10532,12
contig10533,4
contig10530,52
contig10531,0
contig10536,26
contig10537,42
contig10534,60
contig10535,42
contig18120,49
contig01434,31
contig01436,71
contig01431,71
contig01433,11
contig11971,60
contig11970,60
contig11973,0
contig11972,56
contig11974,65
contig11977,12
contig11976,24
contig11979,60
contig11978,0
contig07767,93
contig07766,11
contig07765,0
contig07764,24
contig07763,25
contig07762,60
contig07761,41
contig07760,31
contig07769,26
contig07768,26
contig12400,26
contig12401,60
contig12402,7
contig12403,42
contig12404,83
contig12405,16
contig12406,93
contig12407,42
contig12408,4
contig12409,60
contig09912,71
contig09913,83
contig09910,71
contig09911,56
contig09916,0
contig09917,12
contig09914,42
contig09915,2
contig09918,93
contig09919,60
contig17848,65
contig17591,60
contig17590,42
contig17593,35
contig17592,56
contig17595,93
contig17594,60
contig17597,34
contig17596,71
contig17599,83
contig17598,34
contig01819,21
contig01818,11
contig01817,82
contig01816,11
contig01815,71
contig01814,39
contig01813,82
contig01812,52
contig01811,25
contig01810,39
contig01029,82
contig01026,83
contig01027,93
contig01022,83
contig01023,39
contig01020,83
contig01021,31
contig06986,56
contig06987,4
contig06980,93
contig06981,16
contig06982,93
contig06983,24
contig10909,42
contig10908,42
contig10907,25
contig10906,60
contig10905,78
contig10904,2
contig10903,42
contig10902,60
contig10901,42
contig10900,78
contig00379,39
contig00378,21
contig00375,16
contig00374,21
contig00377,5
contig00376,39
contig00371,93
contig00370,71
contig00373,39
contig00372,83
contig04586,93
contig04587,71
contig04584,16
contig04582,25
contig04583,16
contig04588,11
contig04589,35
contig10810,31
contig12911,6
contig12916,34
contig12914,11
contig12915,34
contig16569,2
contig16568,60
contig09035,11
contig09039,4
contig09038,11
contig06913,4
contig06911,12
contig10814,11
contig01596,39
contig01597,71
contig01594,21
contig01595,12
contig01592,12
contig01593,12
contig01590,16
contig01591,52
contig01598,56
contig01599,39
contig07334,42
contig07335,93
contig07336,56
contig07337,60
contig07330,71
contig07331,12
contig07332,31
contig07333,12
contig07338,52
contig07339,82
contig03525,52
contig03524,16
contig03527,11
contig03526,52
contig03521,0
contig03520,25
contig03523,4
contig03522,39
contig03529,42
contig03528,25
contig13478,93
contig13479,8
contig12502,60
contig12732,11
contig12733,56
contig12731,0
contig12736,56
contig12737,56
contig12734,60
contig12735,93
contig17146,6
contig17147,42
contig17144,11
contig17145,60
contig17142,0
contig17143,11
contig17140,6
contig17141,60
contig17148,42
contig17149,83
contig15175,93
contig15174,11
contig15177,25
contig15176,60
contig15171,26
contig15170,42
contig15173,7
contig15172,56
contig15179,42
contig15178,16
contig16484,42
contig16485,93
contig16486,71
contig16487,78
contig16480,93
contig16481,4
contig16482,26
contig16483,42
contig16488,44
contig16489,56
contig17246,6
contig17240,93
contig17243,6
contig17242,30
contig02948,4
contig02949,52
contig02944,11
contig02945,52
contig02946,60
contig02947,52
contig02940,39
contig02941,39
contig02942,11
contig02943,39
contig01413,39
contig01412,31
contig01411,56
contig01410,44
contig01417,31
contig01416,16
contig01415,21
contig01414,56
contig01419,60
contig01418,71
contig03482,71
contig03483,16
contig03480,42
contig03481,65
contig03486,60
contig03487,93
contig03484,71
contig03485,56
contig03488,16
contig03489,34
contig11441,8
contig11440,31
contig11445,4
contig11444,11
contig11447,16
contig11446,42
contig12930,42
contig12931,16
contig12932,42
contig12933,6
contig12934,78
contig12935,42
contig12936,0
contig12937,65
contig12938,71
contig12939,71
contig14190,60
contig14191,60
contig14192,26
contig14193,42
contig14194,6
contig14195,60
contig14196,6
contig14197,25
contig14198,56
contig14199,71
contig02779,34
contig16181,42
contig16180,42
contig16183,93
contig02778,39
contig16138,42
contig16139,42
contig16134,42
contig16135,42
contig16136,2
contig16137,44
contig16130,25
contig16131,0
contig16132,42
contig16133,93
contig16187,42
contig17263,56
contig17262,2
contig17261,60
contig17260,16
contig17267,93
contig17266,42
contig17265,44
contig17264,7
contig17269,42
contig17268,6
contig02772,0
contig12167,0
contig12166,34
contig12165,34
contig12164,60
contig12163,4
contig12162,42
contig12161,24
contig12160,0
contig12169,42
contig12168,78
contig09226,12
contig03978,11
contig03979,83
contig03972,16
contig03973,31
contig03970,71
contig03971,52
contig03976,34
contig03977,2
contig03974,60
contig03975,78
contig00057.1,83
contig00057.0,83
contig15535,60
contig15534,26
contig15536,56
contig10219,24
contig10218,0
contig10217,11
contig10216,60
contig10215,78
contig10214,34
contig05518,34
contig05519,49
contig05512,71
contig05513,39
contig05510,52
contig05511,11
contig05516,42
contig05517,31
contig05514,34
contig05515,71
contig18048,73
contig18049,56
contig18042,42
contig18043,60
contig18040,11
contig18041,42
contig18046,44
contig18047,65
contig18044,93
contig18045,31
contig13548,78
contig13549,25
contig13546,11
contig13547,54
contig13544,42
contig13545,25
contig13542,21
contig13543,71
contig13540,36
contig13541,56
contig14019,71
contig14018,92
contig14015,24
contig14014,11
contig14017,4
contig14016,42
contig14011,26
contig14010,60
contig14013,6
contig14012,11
contig04151,71
contig04150,71
contig04153,11
contig04152,42
contig04155,16
contig04154,56
contig04157,52
contig04156,39
contig04159,31
contig04158,11
contig03915,31
contig03913,60
contig12534,34
contig12535,26
contig12536,93
contig12537,93
contig12530,73
contig12531,6
contig12532,0
contig12533,93
contig12538,60
contig12539,93
contig06140,39
contig06141,42
contig06142,16
contig06143,0
contig06144,93
contig06145,34
contig06146,42
contig06147,21
contig06148,25
contig06149,56
contig13669,16
contig13668,12
contig13663,42
contig13662,42
contig13661,25
contig13660,49
contig13667,42
contig13666,60
contig13665,44
contig13664,24
contig05497,0
contig05496,11
contig05495,35
contig05494,4
contig05493,56
contig05492,25
contig05491,26
contig05490,71
contig05499,71
contig05498,11
contig10588,4
contig10583,0
contig10582,56
contig10581,4
contig10580,93
contig10587,78
contig10586,42
contig10585,16
contig10584,52
contig02044,4
contig02047,56
contig08820,93
contig08826,60
contig02042,16
contig02478,12
contig02479,52
contig02474,93
contig02475,71
contig02476,71
contig02477,71
contig02470,11
contig02471,26
contig02472,39
contig02473,26
contig02052,92
contig02053,25
contig01923,31
contig01922,63
contig01921,56
contig01920,34
contig01927,71
contig01926,11
contig01925,73
contig01924,0
contig01929,71
contig01928,93
contig07183,42
contig07182,11
contig07181,16
contig07180,6
contig07187,40
contig07186,60
contig07185,60
contig07184,12
contig07189,60
contig07188,71
contig05129,4
contig05128,6
contig05127,49
contig05126,11
contig05125,0
contig05124,0
contig05123,42
contig05122,44
contig05121,71
contig05120,78
contig04298,36
contig04299,49
contig04296,39
contig04297,11
contig04294,60
contig04295,16
contig04292,0
contig04293,34
contig04290,11
contig04291,60
contig01112,16
contig01113,73
contig01110,60
contig01111,25
contig01116,71
contig01117,71
contig01114,31
contig01115,39
contig01118,71
contig01119,0
contig00088.1,14
contig00088.0,14
contig15924,93
contig03135,11
contig18036,78
contig17542,36
contig17543,11
contig17540,60
contig17541,26
contig17546,42
contig17547,93
contig17544,34
contig17545,60
contig17548,42
contig17549,44
contig03268,44
contig03269,65
contig03262,42
contig03263,56
contig03260,12
contig03261,42
contig03266,25
contig03267,12
contig03264,21
contig03265,16
contig01688,39
contig01689,39
contig01682,56
